ID	Source	Change	Target
Maya0667	Leti'e' múul kajakbal tek éetel	TYPE:NEG, ASPECT:NA, VOICE:ACT, TRANSITIV:ITR	Ma' múulkajakbal tin wéetelo'oni'
Maya0668	Leti'e' múul kajakbal tek éetel	SUBTYPE:INT	Leti'e' múul kajakbal tek éetel wáaj
Maya0163	Jach wáaj k'a'abéet a bin merkaado	PERSON:1_SI	Jach wáaj k'a'abéet in bin merkaado
Maya0164	Jach wáaj k'a'abéet a bin merkaado	PERSON:3_SI	Jach wáaj k'a'abéet u bin merkaado
Maya0165	Jach wáaj k'a'abéet a bin merkaado	PERSON:3_PL	Jach wáaj k'a'abéet u bino'ob merkaado
Maya0166	Jach wáaj k'a'abéet a bin merkaado	PERSON:2_PL	Jach wáaj k'a'abéet a bine'ex merkaado
Maya0021	Táan wáaj a bin koonol tu k'íiwikil koonol	PERSON:3_SI	Táan wáaj u bin koonol tu k'íiwikil koonol
Maya0022	Táan wáaj a bin koonol tu k'íiwikil koonol	PERSON:3_SI	Táan wáaj u bin koonol tu k'íiwikil koonol
Maya0023	Táan wáaj a bin koonol tu k'íiwikil koonol	PERSON:3_PL	Táan wáaj u bino'ob koonol tu k'íiwikil koonol
Maya0024	Táan wáaj a bin koonol tu k'íiwikil koonol	PERSON:3_PL	Táan wáaj u bino'ob koonol tu k'íiwikil koonol
Maya0025	Táan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_PL	Táan wáaj a bine'ex koonol tu k'íiwikil koonol
Maya0026	Táan wáaj a bin koonol tu k'íiwikil koonol	PERSON:1_PL	Táan wáaj k bin koonol tu k'íiwikil koonol
Maya0663	Ts'oka'an wáaj u beelo'ob	TYPE:NEG, SUBTYPE:DEC	Ma' ts'oka'an u beelo'obi'
Maya0664	Ts'oka'an wáaj u beelo'ob	TYPE:NEG, SUBTYPE:DEC	Leti'obe' ma' ts'oka'an u beelo'obi'
Maya0579	Ma' kajakbalen tin wotochi'	PERSON:2_SI	Ma' kajakbalech tin wotochi'
Maya0580	Ma' kajakbalen tin wotochi'	PERSON:3_SI	Ma' kajakbal tin wotochi'
Maya0581	Ma' kajakbalen tin wotochi'	PERSON:1_PL	Ma' kajakbalo'on tin wotochi'
Maya0582	Ma' kajakbalen tin wotochi'	PERSON:3_PL	Ma' kajakbalo'ob tin wotochi'
Maya0637	Tin konaj u k'áaxil in kool	SUBTYPE:INT	Tin wáaj konaj u k'áaxil in kool
Maya0638	Tin konaj u k'áaxil in kool	TYPE:NEG	Ma' tin konaj u k'áaxil in kooli'
Maya0138	Táan in bin koonol tu k'íiwikil koonol	ASPECT:COM	Yaan in bin koonol tu k'íiwikil koonol
Maya0139	Táan in bin koonol tu k'íiwikil koonol	ASPECT:DES	Taak in bin koonol tu k'íiwikil koonol
Maya0140	Táan in bin koonol tu k'íiwikil koonol	ASPECT:OBL	k'a'abéet in bin koonol tu k'íiwikil koonol
Maya0141	Táan in bin koonol tu k'íiwikil koonol	ASPECT:HAB	Kin bin koonol tu k'íiwikil koonol
Maya0142	Táan in bin koonol tu k'íiwikil koonol	ASPECT:CUS	Suuk in bin koonol tu k'íiwikil koonol
Maya0459	Ma' tan in k'íilkabi'	PERSON:2_SI	Ma' tan a k'íilkabi'
Maya0460	Ma' tan in k'íilkabi'	PERSON:3_SI	Ma' tan u k'íilkabi'
Maya0461	Ma' tan in k'íilkabi'	PERSON:1_PL	Ma' tan k k'íilkabi'
Maya0462	Ma' tan in k'íilkabi'	PERSON:2_PL	Ma' tan a k'íilkabe'exi'
Maya0463	Ma' tan in k'íilkabi'	PERSON:3_PL	Ma' tan u k'íilkabo'obi'
Maya0228	Tene' kin báaxal paarkée	PERSON:2_SI	Teche' ka báaxal paarkée
Maya0229	Tene' kin báaxal paarkée	PERSON:3_SI	Leti'e' ku báaxal paarkée
Maya0230	Tene' kin báaxal paarkée	PERSON:1_PL	To'one' k báaxal paarkée
Maya0231	Tene' kin báaxal paarkée	PERSON:2_PL	Te'exe' ka báaxale'ex paarkée
Maya0232	Tene' kin báaxal paarkée	PERSON:3_PL	Leti'obe' ku báaxalo'ob paarkée
Maya0052	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol	PERSON:2_SI	Teche' áak'ab wáaj ka bin tu k'íiwikil koonol
Maya0053	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol	PERSON:3_SI	Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol
Maya0054	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol	PERSON:1_PL	To'one' áak'ab wáaj k bin tu k'íiwikil koonol
Maya0055	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol	PERSON:2_PL	Te'exe' áak'ab wáaj ka bine'ex tu k'íiwikil koonol
Maya0702	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:OBL	K'a'abéet wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya0703	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:HAB, TENSE:PRE_SIM	Kin jóok'ol wáaj koonol tu k'íiwikil koonol
Maya0704	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:CUS, TENSE:PRE_SIM	Suuk wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya0639	Teche' ka bin paak'áal ich kool	SUBTYPE:INT	Teche' ka bin paak'áal ich kool wáaj
Maya0640	Teche' ka bin paak'áal ich kool	TYPE:NEG	Teche' ma' táan a bin paak'áal tu kool
Maya0380	Táan in xook tu naajil xook	PERSON:2_SI	Táan a xook tu naajil xook
Maya0381	Táan in xook tu naajil xook	PERSON:3_SI	Táan u xook tu naajil xook
Maya0382	Táan in xook tu naajil xook	PERSON:1_PL	Táan k xook tu naajil xook
Maya0383	Táan in xook tu naajil xook	PERSON:2_PL	Táan a xooke'ex xook tu naajil xook
Maya0384	Táan in xook tu naajil xook	PERSON:3_PL	Táan u xooko'ob tu naajil xook
Maya0271	Tin míistik in najil	PERSON:2_SI	Ta míistik in najil
Maya0272	Tin míistik in najil	PERSON:2_SI	Táan a míistik in najil
Maya0536	Ba'ax ja'abil jsíijen	PERSON:3_SI	Ba'ax ja'abil jsíijij
Maya0537	Ba'ax ja'abil jsíijen	PERSON:2_PL	Ba'ax ja'abil jsíije'ex
Maya0538	Ba'ax ja'abil jsíijen	PERSON:3_PL	Ba'ax ja'abil jsíijo'ob
Maya0417	Yaan in báaxal tu naajil báaxal	PERSON:2_SI	Yaan a báaxal tu naajil báaxal
Maya0418	Yaan in báaxal tu naajil báaxal	PERSON:3_SI	Yaan u báaxal tu naajil báaxal
Maya0419	Yaan in báaxal tu naajil báaxal	PERSON:1_PL	Yaan k báaxal tu naajil báaxal
Maya0420	Yaan in báaxal tu naajil báaxal	PERSON:2_PL	Yaan a báaxale'ex báaxal tu naajil báaxal
Maya0421	Yaan in báaxal tu naajil báaxal	PERSON:3_PL	Yaan u báaxalo'ob tu naajil báaxal
Maya0134	Leti'e' áak'ab ku bin tu k'íiwikil koonol	SUBTYPE:INT	Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol
Maya0135	Leti'e' áak'ab ku bin tu k'íiwikil koonol	TYPE:NEG, SUBTYPE:INT, PERSON:2_SI	Leti'e' ma' áak'ab wáaj ku bin tu k'íiwikil koonoli'
Maya0108	Sáansamal kin bin koonol merkaado	PERSON:3_PL	Sáansamal ku bino'ob koonol merkaado
Maya0109	Sáansamal kin bin koonol merkaado	PERSON:2_PL	Sáansamal ka bine'ex koonol merkaado
Maya0402	Yaan in suut tu naajil xook	PERSON:2_SI	Yaan a suut tu naajil xook
Maya0403	Yaan in suut tu naajil xook	PERSON:3_SI	Yaan u suut tu naajil xook
Maya0404	Yaan in suut tu naajil xook	PERSON:1_PL	Yaan k suut tu naajil xook
Maya0405	Yaan in suut tu naajil xook	PERSON:2_PL	Yaan a suute'ex xook tu naajil xook
Maya0406	Yaan in suut tu naajil xook	PERSON:3_PL	Yaan u suuto'ob tu naajil xook
Maya0635	Tin manaj u k'áaxil uti'al in beetik in kool	TYPE:NEG	Ma' tin manaj u k'áaxil uti'al in kooli'
Maya0087	Ook'in in bin tu k'íiwikil koonol	PERSON:2_SI	Ook'in a bin tu k'íiwikil koonol
Maya0088	Ook'in in bin tu k'íiwikil koonol	PERSON:3_PL	Ook'in u bino'ob k'íiwikil koonol
Maya0089	Ook'in in bin tu k'íiwikil koonol	PERSON:2_PL	Ook'in a bine'ex k'íiwikil koonol
Maya0273	Tin kaxtik a najil	PERSON:3_SI	Tu kaxtik a najil
Maya0274	Tin kaxtik a najil	PERSON:1_PL	Tan k kaxtik a najil
Maya0275	Tin kaxtik a najil	PERSON:3_SI	Táan u kaxtik a najil
Maya0276	Tin kaxtik a najil	PERSON:1_PL	Táan ek kaxtik a najil
Maya0277	Tin kaxtik a najil	PERSON:3_PL	Tu kaxko'ob a najil
Maya0278	Tin kaxtik a najil	PERSON:3_PL	Táan u kaxtiko'ob a naajil
Maya0446	Ka wu'uyik wáaj ooxol	PERSON:3_SI	ku yu'ubik wáaj ooxol
Maya0447	Ka wu'uyik wáaj ooxol	PERSON:1_PL	To'one' k u'uyik wáaj ooxol
Maya0448	Ka wu'uyik wáaj ooxol	PERSON:1_PL	To'one' k u'uyik wáaj ooxol
Maya0449	Ka wu'uyik wáaj ooxol	PERSON:2_PL	Te'exe' ka wu'uyike'ex wáaj ooxol
Maya0450	Ka wu'uyik wáaj ooxol	PERSON:3_PL	Leti'o'obe' ku yu'ubiko'ob ooxol
Maya0270	Tin konaj in najil	PERSON:2_SI	Ta konaj a najil
Maya0143	Ts'o'ok in bin koonol tu k'íiwikil koonol	ASPECT:BEG	Káaj in bin koonol tu k'íiwikil koonol
Maya0144	Ts'o'ok in bin koonol tu k'íiwikil koonol	ASPECT:IMM	Táant in bin koonol tu k'íiwikil koonole'
Maya0673	Tene' in wojel bix u k'aaba'	SUBTYPE:INT	Tene' in wojel wáaj bix u k'aaba'
Maya0674	Tene' in wojel bix u k'aaba'	TYPE:NEG	Ma' in wojel bix u k'aaba'i'
Maya0307	Jbinen yéetel in éetailo'ob janal ich kool	PERSON:2_SI	Jbinech yéetel a éetailo'ob janal ich kool
Maya0193	Ma' wáaj ta bin merkaado	PERSON:2_PL	Ma' wáaj tu bin merkaado
Maya0194	Ma' wáaj ta bin merkaado	PERSON:2_PL	Ma' wáaj ta bine'ex merkaado
Maya0195	Ma' wáaj ta bin merkaado	PERSON:3_PL	Ma' wáaj tu bino'ob merkaado
Maya0366	Tene' Yaan ten u áanalte'il in xook matemáticas	PERSON:2_SI	Teche' Yaan tech u áanalte'il a xook matemáticas
Maya0367	Tene' Yaan ten u áanalte'il in xook matemáticas	PERSON:3_SI	Leti'e' yaan u áanalte'il u xook matemáticas
Maya0368	Tene' Yaan ten u áanalte'il in xook matemáticas	PERSON:1_PL	To'onen yaanto'on u áanalte'il k xook matemáticas
Maya0369	Tene' Yaan ten u áanalte'il in xook matemáticas	PERSON:2_PL	Te'exe' yaante'ex u áanalte'il u xookil matemáticas
Maya0041	Jach wáaj k'a'abéet a bin k'íiwikil koonol	PERSON:1_SI	Jach wáaj k'a'abéet in bin k'íiwikil koonol
Maya0042	Jach wáaj k'a'abéet a bin k'íiwikil koonol	PERSON:3_SI	Jach k'a'abéet wáaj u bin tu k'íiwikil koonol
Maya0043	Jach wáaj k'a'abéet a bin k'íiwikil koonol	PERSON:3_PL	Jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonol
Maya0044	Jach wáaj k'a'abéet a bin k'íiwikil koonol	PERSON:2_PL	Jach k'a'abéet wáaj a bine'ex tu k'íiwikil koonol
Maya0549	Ma' in wojel u ja'abili'	PERSON:2_SI	Ma' a wojel u ja'abili'
Maya0550	Ma' in wojel u ja'abili'	PERSON:3_SI	Ma' u yojel u ja'abili'
Maya0551	Ma' in wojel u ja'abili'	PERSON:1_PL	Ma' k ojel u ja'abili'
Maya0552	Ma' in wojel u ja'abili'	PERSON:2_PL	Ma' a wojele'ex u ja'abili'
Maya0553	Ma' in wojel u ja'abili'	PERSON:3_PL	Ma' u yojelo'ob u ja'abili'
Maya0298	Ki'imak in wóol in bin ich kool	PERSON:2_SI	Ki'imak a wóol a bin ich kool
Maya0299	Ki'imak in wóol in bin ich kool	PERSON:3_PL	Ki'imak u yóolo'ob u bino'ob tu koolo'ob
Maya0569	Tu'ux kajakbalen	PERSON:2_SI	Tu'ux kajakbalech
Maya0570	Tu'ux kajakbalen	PERSON:3_SI	Tu'ux kajakbal
Maya0571	Tu'ux kajakbalen	PERSON:1_PL	Tu'ux kajakbalo'on
Maya0572	Tu'ux kajakbalen	PERSON:2_PL	Tu'ux kajakbale'ex
Maya0573	Tu'ux kajakbalen	PERSON:3_PL	Tu'ux kajakbalo'ob
Maya0390	Táan wáaj a boon tu naajil xook	PERSON:3_SI	Táan wáaj u boon tu naajil xook
Maya0391	Táan wáaj a boon tu naajil xook	PERSON:1_PL	Táan wáaj k boon tu naajil xook
Maya0392	Táan wáaj a boon tu naajil xook	PERSON:2_PL	Táan wáaj a boone'ex xook tu naajil xook
Maya0393	Táan wáaj a boon tu naajil xook	PERSON:3_PL	Táan wáaj u boono'ob tu naajil xook
Maya0488	Ta wilaj wáaj u sáastal ta kaajal	PERSON:3_SI	Tu yilaj wáaj u sáastal tu kaajal
Maya0489	Ta wilaj wáaj u sáastal ta kaajal	PERSON:1_PL	k ilaj wáaj u sáastal k kaajal
Maya0490	Ta wilaj wáaj u sáastal ta kaajal	PERSON:3_PL	Tu yilo'ob wáaj u sáastal tu kaajalo'ob
Maya0491	Ta wilaj wáaj u sáastal ta kaajal	PERSON:2_PL	Ta wile'ex wáaj u sáastal ta kaajale'ex
Maya0208	Táan a míistik a wotoch	SUBTYPE:INT	Ta míistaj wáaj a wotoch
Maya0225	Ook'in in bin merkaado	PERSON:2_SI	Ook'in a bin merkaado
Maya0226	Ook'in in bin merkaado	PERSON:3_PL	Ook'in u bino'ob merkaado
Maya0227	Ook'in in bin merkaado	PERSON:2_PL	Ook'in a bine'ex merkaado
Maya0154	Ki'imak in wóol in bin merkaado	PERSON:2_SI	Ki'imak a wóol a bin merkaado
Maya0155	Ki'imak in wóol in bin merkaado	PERSON:3_PL	Ki'imak u yóolo'ob u bino'ob merkaado
Maya0398	Táan wáaj a báaxal tu naajil báaxal	PERSON:3_SI	Táan wáaj u báaxal tu naajil báaxal
Maya0399	Táan wáaj a báaxal tu naajil báaxal	PERSON:1_PL	Táan wáaj k báaxal tu naajil báaxal
Maya0400	Táan wáaj a báaxal tu naajil báaxal	PERSON:2_PL	Táan wáaj a báaxale'ex báaxal tu naajil báaxal
Maya0401	Táan wáaj a báaxal tu naajil báaxal	PERSON:3_PL	Táan wáaj u báaxalo'ob tu naajil báaxal
Maya0710	Máax yéetel ka bin koonol tu kúuchil báaxal	SUBTYPE:DEC, ASPECT:PRG	Máax yéetel táan a bin koonol tu kúuchil báaxal
Maya0711	Máax yéetel ka bin koonol tu kúuchil báaxal	SUBTYPE:DEC, ASPECT:CUS	Máax yéetel suuk a bin koonol tu kúuchil báaxal
Maya0712	Máax yéetel ka bin koonol tu kúuchil báaxal	SUBTYPE:DEC, ASPECT:OBL	Máax yéetel k'a'abéet a bin koonol tu kúuchil báaxal
Maya0713	Máax yéetel ka bin koonol tu kúuchil báaxal	SUBTYPE:DEC, ASPECT:DES	Máax yéetel taak a bin koonol tu kúuchil báaxal
Maya0394	Táan wáaj a xook tu naajil xook	PERSON:3_SI	Táan wáaj u xook tu naajil xook
Maya0395	Táan wáaj a xook tu naajil xook	PERSON:1_PL	Táan wáaj k xook tu naajil xook
Maya0396	Táan wáaj a xook tu naajil xook	PERSON:2_PL	Táan wáaj a xooke'ex xook tu naajil xook
Maya0397	Táan wáaj a xook tu naajil xook	PERSON:3_PL	Táan wáaj u xooko'ob tu naajil xook
Maya0257	Tin manaj in wotoch	PERSON:2_SI	Ta manaj a wotoch
Maya0716	Taak in wilikech te' tu kúuchil báaxalo'	ASPECT:PRG	Táan in wilikech te' tu kúuchil báaxalo'
Maya0717	Taak in wilikech te' tu kúuchil báaxalo'	ASPECT:HAB	Kin wilikech te' tu kúuchil báaxalo'
Maya0718	Taak in wilikech te' tu kúuchil báaxalo'	ASPECT:CUS	Suuk in wilikech te' tu kúuchil báaxalo'
Maya0719	Taak in wilikech te' tu kúuchil báaxalo'	ASPECT:OBL	K'a'abéet in wilikech te' tu kúuchil báaxalo'
Maya0219	Sáansamal kin bin merkaado	PERSON:2_SI	Sáansamal ka bin merkaado
Maya0220	Sáansamal kin bin merkaado	PERSON:3_SI	Sáansamal ku bin merkaado
Maya0221	Sáansamal kin bin merkaado	PERSON:3_PL	Sáansamal ku bino'ob merkaado
Maya0222	Sáansamal kin bin merkaado	PERSON:2_PL	Sáansamal ka bine'ex merkaado
Maya0539	Ta'aytak in chukik u ja'abil	PERSON:2_SI	Ta'aytak a chukik u ja'abil
Maya0540	Ta'aytak in chukik u ja'abil	PERSON:3_SI	Ta'aytak u chukik u ja'abil
Maya0541	Ta'aytak in chukik u ja'abil	PERSON:1_PL	Ta'aytak k chukik u ja'abil
Maya0542	Ta'aytak in chukik u ja'abil	PERSON:2_PL	Ta'aytak a chukike'ex u ja'abil
Maya0543	Ta'aytak in chukik u ja'abil	PERSON:3_PL	Ta'aytak u chukiko'ob u ja'abil
Maya0151	Ka'abeje' yaan in bin merkaado	PERSON:2_SI	Ka'abeje' yaan a bin koonol merkaado
Maya0152	Ka'abeje' yaan in bin merkaado	PERSON:3_PL	Ka'abeje' yaan u bino'ob koonol merkaado
Maya0153	Ka'abeje' yaan in bin merkaado	PERSON:2_PL	Ka'abeje' yaan a bine'ex koonol merkaado
Maya0100	Ma' táan in bin koonol merkaadoi'	PERSON:2_SI	Ma' táan a bin koonol merkaadoi'
Maya0101	Ma' táan in bin koonol merkaadoi'	PERSON:3_SI	Ma' táan u bin koonol merkaadoi'
Maya0102	Ma' táan in bin koonol merkaadoi'	PERSON:3_PL	Ma' táan u bino'ob koonol merkaadoi'
Maya0103	Ma' táan in bin koonol merkaadoi'	PERSON:2_PL	Ma' táan a bine'ex koonol merkaadoi'
Maya0104	Ma' táan in bin koonol merkaadoi'	PERSON:3_PL	Ma' táan k bin koonol merkaadoi'
Maya0554	Ma k'aja'anten buka'aj in ja'abili'	PERSON:2_SI	Ma' k'aja'antech buka'aj a ja'abili'
Maya0555	Ma k'aja'anten buka'aj in ja'abili'	PERSON:3_SI	Ma' k'aja'anti' buka'aj u ja'abili'
Maya0556	Ma k'aja'anten buka'aj in ja'abili'	PERSON:1_PL	Ma' k'aja'anto'on buka'aj k ja'abili'
Maya0557	Ma k'aja'anten buka'aj in ja'abili'	PERSON:2_PL	Ma' k'aja'ante'ex buka'aj a ja'abile'exi'
Maya0558	Ma k'aja'anten buka'aj in ja'abili'	PERSON:3_PL	Ma' k'aja'anti'ob buka'aj u ja'abilo'obi'
Maya0455	Tan in k'íilkab	PERSON:2_SI	Tan a k'íilkab
Maya0456	Tan in k'íilkab	PERSON:1_PL	Tan k k'íilkab
Maya0457	Tan in k'íilkab	PERSON:2_PL	Tan a k'íilkabe'ex
Maya0458	Tan in k'íilkab	PERSON:3_PL	Tan u k'íilkabo'ob
Maya0314	Ook'in in bin ich kool	PERSON:2_SI	Ook'in a bin ich kool
Maya0315	Ook'in in bin ich kool	PERSON:3_PL	Ook'in u bino'ob tu koolo'ob
Maya0316	Ook'in in bin ich kool	PERSON:2_PL	Ook'in a bine'ex ta koole'ex
Maya0653	To'one' ma' jbúulo'oni'	TYPE:AFF, SUBTYPE:INT	To'one' jbúulo'on wáaj
Maya0654	To'one' ma' jbúulo'oni'	SUBTYPE:INT	To'one' ma' jbúulo'on wáaj
Maya0217	Kin in suut koonol merkaado	ASPECT:TER, TENSE:PAS_SIM	Ts'o'ok in suut koonol merkaado
Maya0218	Kin in suut koonol merkaado	ASPECT:INS	Je'el in suut koonol merkaado
Maya0349	óok'otnajen tu naajil xook	PERSON:2_SI	óok'otnajech tu naajil xook
Maya0350	óok'otnajen tu naajil xook	PERSON:1_PL	óok'otnajo'on tu naajil xook
Maya0351	óok'otnajen tu naajil xook	PERSON:3_PL	óok'otnaje'ex tu naajil xook
Maya0636	Ta manaj u k'áaxil a beetik a kool	SUBTYPE:INT	Ta manaj wáaj u k'áaxil uti'al a beetik a kool
Maya0599	Tene' ti' in taali'	PERSON:2_SI	Teche' ti' a taali'
Maya0600	Tene' ti' in taali'	PERSON:3_SI	Leti'e' ti' u taali'
Maya0601	Tene' ti' in taali'	PERSON:1_PL	To'one' ti' k taali'
Maya0602	Tene' ti' in taali'	PERSON:1_PL	To'one' ti' in taalo'oni'
Maya0603	Tene' ti' in taali'	PERSON:2_PL	Te'exe' ti' a taale'exi'
Maya0604	Tene' ti' in taali'	PERSON:3_PL	Leti'obe' ti' u taalo'obi'
Maya0627	Jach k'a'abéet u bin tu kool	TYPE:NEG	Ma' jach k'a'abéet u bin tu kooli'
Maya0628	Jach k'a'abéet u bin tu kool	SUBTYPE:INT	Jach k'a'abéet wáaj u bin ich kool
Maya0629	Jach k'a'abéet u bin tu kool	TYPE:NEG, SUBTYPE:INT	Ma' wáaj jach k'a'abéet u bin tu kooli'
Maya0260	Táan in kaaxtik a wotoch	PERSON:3_SI	Táan u kaaxtik a wotoch
Maya0261	Táan in kaaxtik a wotoch	PERSON:1_PL	Táan ek kaxtik a wotoch
Maya0262	Táan in kaaxtik a wotoch	PERSON:3_PL	Táan u kaxtiko'ob a wotoch
Maya0185	Jbinen yéetel in éetailo'ob merkaado	PERSON:2_SI	Jbinech yéetel a éetailo'ob merkaado
Maya0186	Jbinen yéetel in éetailo'ob merkaado	PERSON:3_PL	Jbino'ob yéetel u éetailo'ob merkaado
Maya0187	Jbinen yéetel in éetailo'ob merkaado	PERSON:2_PL	Jbine'ex yéetel a éetailo'ob merkaado
Maya0451	Ma' ta wu'uyik  wáaj ooxoli'	PERSON:3_SI	Ma' tu yu'ubik wáaj ooxoli'
Maya0452	Ma' ta wu'uyik  wáaj ooxoli'	PERSON:1_PL	Ma' tek u'uyik wáaj ooxoli'
Maya0453	Ma' ta wu'uyik  wáaj ooxoli'	PERSON:2_PL	Ma' ta wu'uyike'ex wáaj ooxoli'
Maya0454	Ma' ta wu'uyik  wáaj ooxoli'	PERSON:3_PL	Ma' tu yu'ubiko'ob wáaj ooxoli'
Maya0714	Máax yéetel jo'op' a bin koonol tu kúuchil báaxal	ASPECT:TER	Máax yéetel ts'o'ok a bin koonol tu kúuchil báaxal
Maya0715	Máax yéetel jo'op' a bin koonol tu kúuchil báaxal	ASPECT:IMM	Máax yéetel táant a bin koonol tu kúuchil báaxale'
Maya0332	Tene' kin bin paak'áal ich kool	PERSON:2_SI	Teche' ka bin paak'áal ich kool
Maya0333	Tene' kin bin paak'áal ich kool	PERSON:3_SI	Leti'e' ku bin paak'áal ich kool
Maya0334	Tene' kin bin paak'áal ich kool	PERSON:1_PL	To'one' kek bin paak'áal ich kool
Maya0335	Tene' kin bin paak'áal ich kool	PERSON:2_PL	Te'exe' ka taale'ex paak'áal ich kool
Maya0179	Kin wilikech merkaado	PERSON:2_SI	Ka wiliken merkaado
Maya0180	Kin wilikech merkaado	PERSON:1_PL	Kin wilike'ex merkaado
Maya0426	Yaan wáaj a xook tu naajil xook	PERSON:3_SI	Yaan wáaj u xook tu naajil xook
Maya0427	Yaan wáaj a xook tu naajil xook	PERSON:1_PL	Yaan wáaj k xook tu naajil xook
Maya0428	Yaan wáaj a xook tu naajil xook	PERSON:2_PL	Yaan wáaj a xooke'ex xook tu naajil xook
Maya0429	Yaan wáaj a xook tu naajil xook	PERSON:3_PL	Yaan wáaj u xooko'ob tu naajil xook
Maya0655	Te'exe' ma' jbúule'exi'	TYPE:AFF, SUBTYPE:INT	Te'exe' jbúule'ex wáaj
Maya0656	Te'exe' ma' jbúule'exi'	SUBTYPE:INT	Te'exe' ma' jbúule'ex wáaj
Maya0625	Jach k'a'abéet in bin ich kool	TYPE:NEG	Ma' jach k'a'abéet in bin ich kooli'
Maya0626	Jach k'a'abéet in bin ich kool	SUBTYPE:INT	Jach k'a'abéet wáaj in bin ich kool
Maya0318	Táan in meyaj ich kool	PERSON:2_SI	Táan a meyaj ich kool
Maya0319	Táan in meyaj ich kool	PERSON:3_SI	Táan u meyaj tu kool
Maya0320	Táan in meyaj ich kool	PERSON:3_PL	Táan u meyajo'ob ich kool
Maya0321	Táan in meyaj ich kool	PERSON:2_PL	Táan a meyaje'ex ich kool
Maya0322	Táan in meyaj ich kool	PERSON:1_PL	Táan ek meyaj ich kool
Maya0176	Teche' ma' wáaj áak'ab ka bin merkaadoi'	PERSON:3_SI	Leti'e' ma' wáaj áak'ab ku bin merkaadoi'
Maya0177	Teche' ma' wáaj áak'ab ka bin merkaadoi'	PERSON:1_PL	To'one' ma' wáaj áak'ab kek bin merkaadoi'
Maya0178	Teche' ma' wáaj áak'ab ka bin merkaadoi'	PERSON:2_PL	Te'exe' ma' wáaj áak'ab ka bine'ex merkaadoi'
Maya0607	Ta manaj a najil	SUBTYPE:INT	Ta manaj wáaj a najil
Maya0608	Ta manaj a najil	TYPE:NEG, PERSON:1_SI	Ma' tin manaj in najili'
Maya0696	A wojel wáaj tu'ux u taal	SUBTYPE:DEC	A wojel tu'ux u taal
Maya0697	A wojel wáaj tu'ux u taal	TYPE:NEG, SUBTYPE:DEC	Ma' a wojel tu'ux u taali'
Maya0014	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:2_SI	Ma' táan a bin koonol tu k'íiwikil koonol
Maya0015	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:3_SI	Leti'e' ma' táan u bin koonol tu k'íiwikil koonol
Maya0016	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:3_SI	Leti'e' ma' táan u bin koonol tu k'íiwikil koonol
Maya0017	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:3_PL	Ma' táan u bino'ob koonol tu k'íiwikil koonol
Maya0018	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:3_PL	Ma' táan u bino'ob koonol tu k'íiwikil koonol
Maya0019	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:2_PL	Ma' táan a bine'ex koonol tu k'íiwikil koonol
Maya0020	Ma' táan in bin koonol tu k'íiwikil koonol	PERSON:1_PL	Ma' táan k bin koonol tu k'íiwikil koonol
Maya0438	Teche' Yaan tech wáaj meyaj ti' biología	PERSON:3_SI	Leti'e' yaan wáaj meyaj ti' biología
Maya0439	Teche' Yaan tech wáaj meyaj ti' biología	PERSON:1_PL	To'onen yaanto'on wáaj meyaj ti' biología
Maya0440	Teche' Yaan tech wáaj meyaj ti' biología	PERSON:2_PL	Te'exe' yaante'ex wáaj meyaj ti' biología
Maya0698	Ma' táan in bin maan tu k'íiwikil koonoli'	ASPECT:DES	Ma' taak in bin maan tu k'íiwikil koonoli'
Maya0699	Ma' táan in bin maan tu k'íiwikil koonoli'	ASPECT:OBL	Ma' k'a'abéet in bin maan tu k'íiwikil koonoli'
Maya0700	Ma' táan in bin maan tu k'íiwikil koonoli'	ASPECT:CUS	Ma' suuk in bin maan tu k'íiwikil koonoli'
Maya0701	Ma' táan in bin maan tu k'íiwikil koonoli'	ASPECT:BEG, TENSE:PAS_SIM	Ma' káaj in bin maan tu k'íiwikil koonoli'
Maya0034	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:1_SI	Jach k'a'abéet in bin tu k'íiwikil koonol
Maya0035	Jach k'a'abéet a bin tu k'íiwikil koonol	PERSON:3_SI	Jach k'a'abéet u bin tu k'íiwikil koonol
